trial,output,is_mikan,timestamp
1,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:52:38.996037
2,りんご🍎,False,2026-04-21T04:52:40.311983
3,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:52:43.026000
4,りす,False,2026-04-21T04:52:44.346591
5,りんご🍎,False,2026-04-21T04:52:46.098609
6,りんご🍎,False,2026-04-21T04:52:47.453147
7,りす,False,2026-04-21T04:52:54.972977
8,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:52:56.805224
9,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:52:58.660622
10,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:00.736053
11,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:02.787914
12,"「み」からですね！

**みかん** 🍊",True,2026-04-21T04:53:04.331190
13,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:06.354798
14,りす🐿️,False,2026-04-21T04:53:07.746715
15,"では、「み」からですね！

**みかん** 🍊

(「ん」で終わらないように気をつけますね！どうぞ！)",True,2026-04-21T04:53:09.907531
16,りす,False,2026-04-21T04:53:11.113558
17,りす,False,2026-04-21T04:53:12.382908
18,りす,False,2026-04-21T04:53:13.570692
19,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:15.361377
20,"「み」からですね！

**みかん** 🍊",True,2026-04-21T04:53:17.292320
21,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:19.226985
22,りす,False,2026-04-21T04:53:21.760376
23,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:24.038553
24,りんご🍎,False,2026-04-21T04:53:25.442673
25,りす,False,2026-04-21T04:53:26.725335
26,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！（「ん」で終わってしまいました！私の負け",True,2026-04-21T04:53:29.196144
27,りんご🍎,False,2026-04-21T04:53:30.921882
28,"「み」からですね！

**みかん** 🍊

どうぞ！（「ん」で終わってはダメですよ！）",True,2026-04-21T04:53:33.031360
29,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:34.776175
30,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:36.751204
31,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:38.434967
32,りす,False,2026-04-21T04:53:39.757306
33,りんご🍎,False,2026-04-21T04:53:41.629620
34,りんご🍎,False,2026-04-21T04:53:43.553335
35,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:45.376156
36,りんご🍎,False,2026-04-21T04:53:46.919043
37,りんご🍎,False,2026-04-21T04:53:48.691992
38,りんご🍎,False,2026-04-21T04:53:49.841504
39,"「うみ」の「み」から始まりますね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:51.992870
40,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！「ん」で終わってしまいましたが、ルール",True,2026-04-21T04:53:54.229007
41,"「み」からですね！

**みかん** 🍊

(「ん」で終わらないように気をつけます！あなたの番です😊)",True,2026-04-21T04:53:56.690256
42,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:53:58.470659
43,りんご🍎,False,2026-04-21T04:54:00.033337
44,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:54:01.664303
45,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！（「ん」で終わってしまいました！私の負け",True,2026-04-21T04:54:03.879198
46,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:54:05.526239
47,"「み」からですね！

**みかん** 🍊",True,2026-04-21T04:54:07.541608
48,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:54:09.560349
49,"「み」から始まる言葉ですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:54:11.538876
50,"「み」からですね！

**みかん** 🍊

どうぞ！",True,2026-04-21T04:54:13.348336
